Year,Series,Value
2017,"Annual inflation, consumer prices (%)",1.3182
2018,"Annual inflation, consumer prices (%)",0.461
2019,"Annual inflation, consumer prices (%)",1.7601
2020,"Annual inflation, consumer prices (%)",2.5431
2021,"Annual inflation, consumer prices (%)",2.1803
2022,"Annual inflation, consumer prices (%)",9.6968
2023,"Annual inflation, consumer prices (%)",5.9395
2024,"Annual inflation, consumer prices (%)",0.8045
2015,Cash surplus/deficit as a proportion of GDP (%),-18.2989
2016,Cash surplus/deficit as a proportion of GDP (%),-18.3101
2017,Cash surplus/deficit as a proportion of GDP (%),-19.7879
2018,Cash surplus/deficit as a proportion of GDP (%),-19.8471
2019,Cash surplus/deficit as a proportion of GDP (%),-21.233
2020,Cash surplus/deficit as a proportion of GDP (%),-20.9459
2021,Cash surplus/deficit as a proportion of GDP (%),-19.5889
2022,Cash surplus/deficit as a proportion of GDP (%),-23.1233
2023,Cash surplus/deficit as a proportion of GDP (%),-23.5632
2015,Tax revenue as a proportion of GDP (%),15.7743
2016,Tax revenue as a proportion of GDP (%),16.3712
2017,Tax revenue as a proportion of GDP (%),15.9065
2018,Tax revenue as a proportion of GDP (%),16.3783
2019,Tax revenue as a proportion of GDP (%),18.4193
2020,Tax revenue as a proportion of GDP (%),17.4488
2021,Tax revenue as a proportion of GDP (%),17.5501
2022,Tax revenue as a proportion of GDP (%),18.5925
2023,Tax revenue as a proportion of GDP (%),19.5371
2000,Annual growth of the general government final consumption expenditure (%),1.1752
2001,Annual growth of the general government final consumption expenditure (%),1.5437
2002,Annual growth of the general government final consumption expenditure (%),4.0734
2003,Annual growth of the general government final consumption expenditure (%),1.7498
2004,Annual growth of the general government final consumption expenditure (%),6.2851
2005,Annual growth of the general government final consumption expenditure (%),5.5503
2006,Annual growth of the general government final consumption expenditure (%),4.0057
2007,Annual growth of the general government final consumption expenditure (%),6.5016
2008,Annual growth of the general government final consumption expenditure (%),1.2279
2009,Annual growth of the general government final consumption expenditure (%),1.7031
2010,Annual growth of the general government final consumption expenditure (%),2.5347
2011,Annual growth of the general government final consumption expenditure (%),5.4856
2012,Annual growth of the general government final consumption expenditure (%),2.9136
2013,Annual growth of the general government final consumption expenditure (%),1.6635
2014,Annual growth of the general government final consumption expenditure (%),2.2976
2015,Annual growth of the general government final consumption expenditure (%),5.6615
2016,Annual growth of the general government final consumption expenditure (%),4.3242
2017,Annual growth of the general government final consumption expenditure (%),4.0309
2018,Annual growth of the general government final consumption expenditure (%),3.4813
2019,Annual growth of the general government final consumption expenditure (%),7.5268
2020,Annual growth of the general government final consumption expenditure (%),0.8353
2021,Annual growth of the general government final consumption expenditure (%),14.425
2022,Annual growth of the general government final consumption expenditure (%),1.723
2023,Annual growth of the general government final consumption expenditure (%),4.9702
2024,Annual growth of the general government final consumption expenditure (%),4.4073
2000,Annual growth of households and NPISHs final consumption expenditure (%),3.3247
2001,Annual growth of households and NPISHs final consumption expenditure (%),5.912
2002,Annual growth of households and NPISHs final consumption expenditure (%),1.2191
2003,Annual growth of households and NPISHs final consumption expenditure (%),5.1759
2004,Annual growth of households and NPISHs final consumption expenditure (%),2.3921
2005,Annual growth of households and NPISHs final consumption expenditure (%),3.4274
2006,Annual growth of households and NPISHs final consumption expenditure (%),4.8907
2007,Annual growth of households and NPISHs final consumption expenditure (%),3.601
2008,Annual growth of households and NPISHs final consumption expenditure (%),3.8341
2009,Annual growth of households and NPISHs final consumption expenditure (%),3.2557
2010,Annual growth of households and NPISHs final consumption expenditure (%),2.1971
2011,Annual growth of households and NPISHs final consumption expenditure (%),0.728
2012,Annual growth of households and NPISHs final consumption expenditure (%),2.8579
2013,Annual growth of households and NPISHs final consumption expenditure (%),3.0929
2014,Annual growth of households and NPISHs final consumption expenditure (%),5.2536
2015,Annual growth of households and NPISHs final consumption expenditure (%),4.4403
2016,Annual growth of households and NPISHs final consumption expenditure (%),5.2901
2017,Annual growth of households and NPISHs final consumption expenditure (%),4.8808
2018,Annual growth of households and NPISHs final consumption expenditure (%),4.749
2019,Annual growth of households and NPISHs final consumption expenditure (%),3.8264
2020,Annual growth of households and NPISHs final consumption expenditure (%),2.314
2021,Annual growth of households and NPISHs final consumption expenditure (%),3.3599
2022,Annual growth of households and NPISHs final consumption expenditure (%),3.8431
2023,Annual growth of households and NPISHs final consumption expenditure (%),4.9987
2024,Annual growth of households and NPISHs final consumption expenditure (%),2.9677
2000,Annual growth of exports of goods and services (%),7.1116
2001,Annual growth of exports of goods and services (%),-6.0026
2002,Annual growth of exports of goods and services (%),12.9551
2003,Annual growth of exports of goods and services (%),-3.6209
2004,Annual growth of exports of goods and services (%),12.9756
2005,Annual growth of exports of goods and services (%),-4.0452
2006,Annual growth of exports of goods and services (%),5.9953
2007,Annual growth of exports of goods and services (%),2.2311
2008,Annual growth of exports of goods and services (%),1.0307
2009,Annual growth of exports of goods and services (%),1.8171
2010,Annual growth of exports of goods and services (%),-0.8021
2011,Annual growth of exports of goods and services (%),2.1288
2012,Annual growth of exports of goods and services (%),7.2653
2013,Annual growth of exports of goods and services (%),-2.7809
2014,Annual growth of exports of goods and services (%),4.6361
2015,Annual growth of exports of goods and services (%),9.3622
2016,Annual growth of exports of goods and services (%),4.1477
2017,Annual growth of exports of goods and services (%),8.1827
2018,Annual growth of exports of goods and services (%),8.1891
2019,Annual growth of exports of goods and services (%),14.6951
2020,Annual growth of exports of goods and services (%),-13.2303
2021,Annual growth of exports of goods and services (%),22.5418
2022,Annual growth of exports of goods and services (%),3.6904
2023,Annual growth of exports of goods and services (%),-6.0384
2024,Annual growth of exports of goods and services (%),12.5984
2000,Annual growth of the gross capital formation (%),-4.5546
2001,Annual growth of the gross capital formation (%),42.3229
2002,Annual growth of the gross capital formation (%),-22.846
2003,Annual growth of the gross capital formation (%),33.6314
2004,Annual growth of the gross capital formation (%),-0.6989
2005,Annual growth of the gross capital formation (%),17.628
2006,Annual growth of the gross capital formation (%),-4.6767
2007,Annual growth of the gross capital formation (%),12.7841
2008,Annual growth of the gross capital formation (%),-5.16
2009,Annual growth of the gross capital formation (%),-1.4523
2010,Annual growth of the gross capital formation (%),5.607
2011,Annual growth of the gross capital formation (%),5.6262
2012,Annual growth of the gross capital formation (%),7.4644
2013,Annual growth of the gross capital formation (%),13.5376
2014,Annual growth of the gross capital formation (%),21.0153
2015,Annual growth of the gross capital formation (%),11.7189
2016,Annual growth of the gross capital formation (%),12.6647
2017,Annual growth of the gross capital formation (%),26.8815
2018,Annual growth of the gross capital formation (%),12.4058
2019,Annual growth of the gross capital formation (%),1.3098
2020,Annual growth of the gross capital formation (%),16.7938
2021,Annual growth of the gross capital formation (%),11.4887
2022,Annual growth of the gross capital formation (%),17.0088
2023,Annual growth of the gross capital formation (%),2.9332
2024,Annual growth of the gross capital formation (%),5.192
2000,Annual growth of imports of goods and services (%),-0.6261
2001,Annual growth of imports of goods and services (%),16.9924
2002,Annual growth of imports of goods and services (%),-0.4151
2003,Annual growth of imports of goods and services (%),8.7285
2004,Annual growth of imports of goods and services (%),3.0296
2005,Annual growth of imports of goods and services (%),3.8442
2006,Annual growth of imports of goods and services (%),7.0202
2007,Annual growth of imports of goods and services (%),11.3308
2008,Annual growth of imports of goods and services (%),-3.8652
2009,Annual growth of imports of goods and services (%),0.3952
2010,Annual growth of imports of goods and services (%),-1.3883
2011,Annual growth of imports of goods and services (%),4.9336
2012,Annual growth of imports of goods and services (%),5.1788
2013,Annual growth of imports of goods and services (%),6.7549
2014,Annual growth of imports of goods and services (%),11.0156
2015,Annual growth of imports of goods and services (%),7.7374
2016,Annual growth of imports of goods and services (%),6.7482
2017,Annual growth of imports of goods and services (%),16.7135
2018,Annual growth of imports of goods and services (%),9.0148
2019,Annual growth of imports of goods and services (%),6.8409
2020,Annual growth of imports of goods and services (%),6.9781
2021,Annual growth of imports of goods and services (%),16.002
2022,Annual growth of imports of goods and services (%),14.4491
2023,Annual growth of imports of goods and services (%),-0.4273
2024,Annual growth of imports of goods and services (%),3.4811
2000,Annual GDP growth (%),3.8872
2001,Annual GDP growth (%),4.3109
2002,Annual GDP growth (%),0.0687
2003,Annual GDP growth (%),5.594
2004,Annual GDP growth (%),4.6433
2005,Annual GDP growth (%),4.3102
2006,Annual GDP growth (%),2.3308
2007,Annual GDP growth (%),2.8271
2008,Annual GDP growth (%),3.7032
2009,Annual GDP growth (%),2.7521
2010,Annual GDP growth (%),3.3909
2011,Annual GDP growth (%),1.3341
2012,Annual GDP growth (%),4.003
2013,Annual GDP growth (%),2.4124
2014,Annual GDP growth (%),6.2241
2015,Annual GDP growth (%),6.367
2016,Annual GDP growth (%),6.3561
2017,Annual GDP growth (%),7.4075
2018,Annual GDP growth (%),6.2092
2019,Annual GDP growth (%),4.6136
2020,Annual GDP growth (%),1.3421
2021,Annual GDP growth (%),6.544
2022,Annual GDP growth (%),3.8504
2023,Annual GDP growth (%),4.2574
2024,Annual GDP growth (%),6.0606
2000,DEC alternative conversion factor (in local currency unit per United States dollar),710.208
2001,DEC alternative conversion factor (in local currency unit per United States dollar),732.3977
2002,DEC alternative conversion factor (in local currency unit per United States dollar),693.7132
2003,DEC alternative conversion factor (in local currency unit per United States dollar),579.8974
2004,DEC alternative conversion factor (in local currency unit per United States dollar),527.338
2005,DEC alternative conversion factor (in local currency unit per United States dollar),527.2584
2006,DEC alternative conversion factor (in local currency unit per United States dollar),522.4256
2007,DEC alternative conversion factor (in local currency unit per United States dollar),478.6337
2008,DEC alternative conversion factor (in local currency unit per United States dollar),446.0
2009,DEC alternative conversion factor (in local currency unit per United States dollar),470.2934
2010,DEC alternative conversion factor (in local currency unit per United States dollar),494.7943
2011,DEC alternative conversion factor (in local currency unit per United States dollar),471.2486
2012,DEC alternative conversion factor (in local currency unit per United States dollar),510.5563
2013,DEC alternative conversion factor (in local currency unit per United States dollar),493.8996
2014,DEC alternative conversion factor (in local currency unit per United States dollar),493.7573
2015,DEC alternative conversion factor (in local currency unit per United States dollar),591.2117
2016,DEC alternative conversion factor (in local currency unit per United States dollar),592.6056
2017,DEC alternative conversion factor (in local currency unit per United States dollar),580.6567
2018,DEC alternative conversion factor (in local currency unit per United States dollar),555.4465
2019,DEC alternative conversion factor (in local currency unit per United States dollar),585.911
2020,DEC alternative conversion factor (in local currency unit per United States dollar),575.586
2021,DEC alternative conversion factor (in local currency unit per United States dollar),554.5307
2022,DEC alternative conversion factor (in local currency unit per United States dollar),623.7597
2023,DEC alternative conversion factor (in local currency unit per United States dollar),606.5697
2024,DEC alternative conversion factor (in local currency unit per United States dollar),606.3453
2000,Merchandise trade as a proportion of GDP (%),40.5609
2001,Merchandise trade as a proportion of GDP (%),41.9956
2002,Merchandise trade as a proportion of GDP (%),43.1748
2003,Merchandise trade as a proportion of GDP (%),41.6024
2004,Merchandise trade as a proportion of GDP (%),43.1485
2005,Merchandise trade as a proportion of GDP (%),46.1076
2006,Merchandise trade as a proportion of GDP (%),45.008
2007,Merchandise trade as a proportion of GDP (%),46.7693
2008,Merchandise trade as a proportion of GDP (%),51.608
2009,Merchandise trade as a proportion of GDP (%),41.6825
2010,Merchandise trade as a proportion of GDP (%),43.0672
2011,Merchandise trade as a proportion of GDP (%),47.4395
2012,Merchandise trade as a proportion of GDP (%),50.7676
2013,Merchandise trade as a proportion of GDP (%),48.6979
2014,Merchandise trade as a proportion of GDP (%),47.0015
2015,Merchandise trade as a proportion of GDP (%),46.1722
2016,Merchandise trade as a proportion of GDP (%),42.6359
2017,Merchandise trade as a proportion of GDP (%),46.2838
2018,Merchandise trade as a proportion of GDP (%),50.5868
2019,Merchandise trade as a proportion of GDP (%),52.6534
2020,Merchandise trade as a proportion of GDP (%),47.8628
2021,Merchandise trade as a proportion of GDP (%),54.1445
2022,Merchandise trade as a proportion of GDP (%),63.9772
2023,Merchandise trade as a proportion of GDP (%),56.0197
2024,Merchandise trade as a proportion of GDP (%),55.5108
