Year,Series,Value
2012,Lakes and rivers permanent water area (% of total land area),0.2364
2013,Lakes and rivers permanent water area (% of total land area),0.2407
2014,Lakes and rivers permanent water area (% of total land area),0.2422
2015,Lakes and rivers permanent water area (% of total land area),0.2444
2016,Lakes and rivers permanent water area (% of total land area),0.2457
2017,Lakes and rivers permanent water area (% of total land area),0.2554
2018,Lakes and rivers permanent water area (% of total land area),0.2597
2019,Lakes and rivers permanent water area (% of total land area),0.2647
2020,Lakes and rivers permanent water area (% of total land area),0.27
2021,Lakes and rivers permanent water area (% of total land area),0.2779
2022,Lakes and rivers permanent water area (% of total land area),0.2714
2005,Lakes and rivers seasonal water area change (%),-6.8136
2006,Lakes and rivers seasonal water area change (%),-8.9495
2007,Lakes and rivers seasonal water area change (%),-15.2301
2008,Lakes and rivers seasonal water area change (%),-4.522
2009,Lakes and rivers seasonal water area change (%),-13.1455
2010,Lakes and rivers seasonal water area change (%),2.5661
2011,Lakes and rivers seasonal water area change (%),11.5766
2012,Lakes and rivers seasonal water area change (%),16.3482
2013,Lakes and rivers seasonal water area change (%),13.8051
2014,Lakes and rivers seasonal water area change (%),26.4426
2015,Lakes and rivers seasonal water area change (%),17.5965
2016,Lakes and rivers seasonal water area change (%),24.1004
2017,Lakes and rivers seasonal water area change (%),36.3342
2018,Lakes and rivers seasonal water area change (%),29.0494
2019,Lakes and rivers seasonal water area change (%),28.6692
2020,Lakes and rivers seasonal water area change (%),40.452
2021,Lakes and rivers seasonal water area change (%),43.4358
2022,Lakes and rivers seasonal water area change (%),34.1248
2000,Lakes and rivers seasonal water area (square kilometres),530.7294
2001,Lakes and rivers seasonal water area (square kilometres),738.8582
2002,Lakes and rivers seasonal water area (square kilometres),1025.5869
2003,Lakes and rivers seasonal water area (square kilometres),1281.9856
2004,Lakes and rivers seasonal water area (square kilometres),1649.6273
2005,Lakes and rivers seasonal water area (square kilometres),1423.4511
2006,Lakes and rivers seasonal water area (square kilometres),1390.8245
2007,Lakes and rivers seasonal water area (square kilometres),1294.8857
2008,Lakes and rivers seasonal water area (square kilometres),1458.4554
2009,Lakes and rivers seasonal water area (square kilometres),1326.7295
2010,Lakes and rivers seasonal water area (square kilometres),1566.7278
2011,Lakes and rivers seasonal water area (square kilometres),1704.3671
2012,Lakes and rivers seasonal water area (square kilometres),1777.2544
2013,Lakes and rivers seasonal water area (square kilometres),1738.4076
2014,Lakes and rivers seasonal water area (square kilometres),1931.4487
2015,Lakes and rivers seasonal water area (square kilometres),1796.3226
2016,Lakes and rivers seasonal water area (square kilometres),1895.6715
2017,Lakes and rivers seasonal water area (square kilometres),2082.546
2018,Lakes and rivers seasonal water area (square kilometres),1971.2693
2019,Lakes and rivers seasonal water area (square kilometres),1965.4616
2020,Lakes and rivers seasonal water area (square kilometres),2145.4471
2021,Lakes and rivers seasonal water area (square kilometres),2191.0252
2022,Lakes and rivers seasonal water area (square kilometres),2048.7976
2000,Lakes and rivers seasonal water area (% of total land area),0.2698
2001,Lakes and rivers seasonal water area (% of total land area),0.3756
2002,Lakes and rivers seasonal water area (% of total land area),0.5214
2003,Lakes and rivers seasonal water area (% of total land area),0.6517
2004,Lakes and rivers seasonal water area (% of total land area),0.8386
2005,Lakes and rivers seasonal water area (% of total land area),0.7236
2006,Lakes and rivers seasonal water area (% of total land area),0.707
2007,Lakes and rivers seasonal water area (% of total land area),0.6583
2008,Lakes and rivers seasonal water area (% of total land area),0.7414
2009,Lakes and rivers seasonal water area (% of total land area),0.6745
2010,Lakes and rivers seasonal water area (% of total land area),0.7965
2011,Lakes and rivers seasonal water area (% of total land area),0.8664
2012,Lakes and rivers seasonal water area (% of total land area),0.9035
2013,Lakes and rivers seasonal water area (% of total land area),0.8837
2014,Lakes and rivers seasonal water area (% of total land area),0.9819
2015,Lakes and rivers seasonal water area (% of total land area),0.9132
2016,Lakes and rivers seasonal water area (% of total land area),0.9637
2017,Lakes and rivers seasonal water area (% of total land area),1.0587
2018,Lakes and rivers seasonal water area (% of total land area),1.0021
2019,Lakes and rivers seasonal water area (% of total land area),0.9992
2020,Lakes and rivers seasonal water area (% of total land area),1.0907
2021,Lakes and rivers seasonal water area (% of total land area),1.1138
2022,Lakes and rivers seasonal water area (% of total land area),1.0415
2017,Lake water quality turbidity (%),12.7514
2017,Lake water quality turbidity (%),12.909
2017,Lake water quality turbidity (%),9.2741
2017,Lake water quality turbidity (%),65.0655
2018,Lake water quality turbidity (%),10.1494
2018,Lake water quality turbidity (%),23.8402
2018,Lake water quality turbidity (%),44.8516
2018,Lake water quality turbidity (%),21.1588
2019,Lake water quality turbidity (%),64.8125
2019,Lake water quality turbidity (%),5.0117
2019,Lake water quality turbidity (%),6.2987
2019,Lake water quality turbidity (%),7.2104
2020,Lake water quality turbidity (%),6.4588
2020,Lake water quality turbidity (%),5.7023
2020,Lake water quality turbidity (%),14.8576
2020,Lake water quality turbidity (%),72.9812
2021,Lake water quality turbidity (%),21.9667
2021,Lake water quality turbidity (%),8.9663
2021,Lake water quality turbidity (%),7.232
2021,Lake water quality turbidity (%),61.835
2017,Lake water quality trophic state (%),16.4385
2017,Lake water quality trophic state (%),0.0614
2017,Lake water quality trophic state (%),1.1947
2017,Lake water quality trophic state (%),82.3054
2018,Lake water quality trophic state (%),96.0391
2018,Lake water quality trophic state (%),0.0863
2018,Lake water quality trophic state (%),0.698
2018,Lake water quality trophic state (%),3.1765
2019,Lake water quality trophic state (%),0.0146
2019,Lake water quality trophic state (%),7.2291
2019,Lake water quality trophic state (%),0.541
2019,Lake water quality trophic state (%),75.5487
2020,Lake water quality trophic state (%),0.707
2020,Lake water quality trophic state (%),0.0635
2020,Lake water quality trophic state (%),88.1804
2020,Lake water quality trophic state (%),11.0491
2021,Lake water quality trophic state (%),0.0939
2021,Lake water quality trophic state (%),93.2864
2021,Lake water quality trophic state (%),5.908
2021,Lake water quality trophic state (%),0.7118
2000,Reservoir minimum water area change (%),-29.5351
2001,Reservoir minimum water area change (%),-30.8484
2002,Reservoir minimum water area change (%),-8.6956
2003,Reservoir minimum water area change (%),14.0115
2004,Reservoir minimum water area change (%),12.7207
2005,Reservoir minimum water area change (%),11.8912
2006,Reservoir minimum water area change (%),11.103
2007,Reservoir minimum water area change (%),8.9392
2008,Reservoir minimum water area change (%),7.6328
2009,Reservoir minimum water area change (%),6.5332
2010,Reservoir minimum water area change (%),5.796
2011,Reservoir minimum water area change (%),4.9276
2012,Reservoir minimum water area change (%),6.2285
2013,Reservoir minimum water area change (%),5.9117
2014,Reservoir minimum water area change (%),6.1144
2015,Reservoir minimum water area change (%),5.6791
2016,Reservoir minimum water area change (%),-9.7619
2017,Reservoir minimum water area change (%),-9.7538
2018,Reservoir minimum water area change (%),-9.3217
2019,Reservoir minimum water area change (%),-9.5725
2020,Reservoir minimum water area change (%),-10.8394
2021,Reservoir minimum water area change (%),0.8133
2022,Reservoir minimum water area change (%),-0.5273
2000,Reservoir minimum water area (square kilometres),20.0953
2001,Reservoir minimum water area (square kilometres),19.7208
2002,Reservoir minimum water area (square kilometres),26.0384
2003,Reservoir minimum water area (square kilometres),32.5141
2004,Reservoir minimum water area (square kilometres),32.1459
2005,Reservoir minimum water area (square kilometres),31.9094
2006,Reservoir minimum water area (square kilometres),31.6846
2007,Reservoir minimum water area (square kilometres),31.0675
2008,Reservoir minimum water area (square kilometres),30.695
2009,Reservoir minimum water area (square kilometres),30.3814
2010,Reservoir minimum water area (square kilometres),30.1712
2011,Reservoir minimum water area (square kilometres),29.9235
2012,Reservoir minimum water area (square kilometres),30.2945
2013,Reservoir minimum water area (square kilometres),30.2041
2014,Reservoir minimum water area (square kilometres),30.2619
2015,Reservoir minimum water area (square kilometres),30.1378
2016,Reservoir minimum water area (square kilometres),25.7343
2017,Reservoir minimum water area (square kilometres),25.7366
2018,Reservoir minimum water area (square kilometres),25.8598
2019,Reservoir minimum water area (square kilometres),25.7883
2020,Reservoir minimum water area (square kilometres),25.427
2021,Reservoir minimum water area (square kilometres),28.7502
2022,Reservoir minimum water area (square kilometres),28.3678
2000,Reservoir minimum water area (% of total land area),0.0102
2001,Reservoir minimum water area (% of total land area),0.01
2002,Reservoir minimum water area (% of total land area),0.0132
2003,Reservoir minimum water area (% of total land area),0.0165
2004,Reservoir minimum water area (% of total land area),0.0163
2005,Reservoir minimum water area (% of total land area),0.0162
2006,Reservoir minimum water area (% of total land area),0.0161
2007,Reservoir minimum water area (% of total land area),0.0158
2008,Reservoir minimum water area (% of total land area),0.0156
2009,Reservoir minimum water area (% of total land area),0.0154
2010,Reservoir minimum water area (% of total land area),0.0153
2011,Reservoir minimum water area (% of total land area),0.0152
2012,Reservoir minimum water area (% of total land area),0.0154
2013,Reservoir minimum water area (% of total land area),0.0154
2014,Reservoir minimum water area (% of total land area),0.0154
2015,Reservoir minimum water area (% of total land area),0.0153
2016,Reservoir minimum water area (% of total land area),0.0131
2017,Reservoir minimum water area (% of total land area),0.0131
2018,Reservoir minimum water area (% of total land area),0.0132
2019,Reservoir minimum water area (% of total land area),0.0131
2020,Reservoir minimum water area (% of total land area),0.0129
2021,Reservoir minimum water area (% of total land area),0.0146
2022,Reservoir minimum water area (% of total land area),0.0144
2000,Reservoir maximum water area (square kilometres),39.4617
2001,Reservoir maximum water area (square kilometres),40.4545
2002,Reservoir maximum water area (square kilometres),55.1782
2003,Reservoir maximum water area (square kilometres),69.6342
2004,Reservoir maximum water area (square kilometres),73.0105
2005,Reservoir maximum water area (square kilometres),70.5966
2006,Reservoir maximum water area (square kilometres),68.5063
2007,Reservoir maximum water area (square kilometres),66.1014
2008,Reservoir maximum water area (square kilometres),65.4943
2009,Reservoir maximum water area (square kilometres),62.4146
2010,Reservoir maximum water area (square kilometres),63.9734
2011,Reservoir maximum water area (square kilometres),62.9686
2012,Reservoir maximum water area (square kilometres),61.7125
2013,Reservoir maximum water area (square kilometres),61.6901
2014,Reservoir maximum water area (square kilometres),62.7311
2015,Reservoir maximum water area (square kilometres),59.5305
2016,Reservoir maximum water area (square kilometres),62.6086
2017,Reservoir maximum water area (square kilometres),64.9504
2018,Reservoir maximum water area (square kilometres),62.541
2019,Reservoir maximum water area (square kilometres),64.1856
2020,Reservoir maximum water area (square kilometres),67.2686
2021,Reservoir maximum water area (square kilometres),67.5084
2022,Reservoir maximum water area (square kilometres),64.9831
2000,Reservoir maximum water area (% of total land area),0.0201
2001,Reservoir maximum water area (% of total land area),0.0206
2002,Reservoir maximum water area (% of total land area),0.028
2003,Reservoir maximum water area (% of total land area),0.0354
2004,Reservoir maximum water area (% of total land area),0.0371
2005,Reservoir maximum water area (% of total land area),0.0359
2006,Reservoir maximum water area (% of total land area),0.0348
2007,Reservoir maximum water area (% of total land area),0.0336
2008,Reservoir maximum water area (% of total land area),0.0333
2009,Reservoir maximum water area (% of total land area),0.0317
2010,Reservoir maximum water area (% of total land area),0.0325
2011,Reservoir maximum water area (% of total land area),0.032
2012,Reservoir maximum water area (% of total land area),0.0314
2013,Reservoir maximum water area (% of total land area),0.0314
2014,Reservoir maximum water area (% of total land area),0.0319
2015,Reservoir maximum water area (% of total land area),0.0303
2016,Reservoir maximum water area (% of total land area),0.0318
2017,Reservoir maximum water area (% of total land area),0.033
2018,Reservoir maximum water area (% of total land area),0.0318
2019,Reservoir maximum water area (% of total land area),0.0326
2020,Reservoir maximum water area (% of total land area),0.0342
2021,Reservoir maximum water area (% of total land area),0.0343
2022,Reservoir maximum water area (% of total land area),0.033
2005,Change in minimum river flow (%),0.6296
2006,Change in minimum river flow (%),-6.697
2007,Change in minimum river flow (%),-11.6314
2008,Change in minimum river flow (%),-13.3131
2009,Change in minimum river flow (%),-3.6256
2010,Change in minimum river flow (%),-12.2224
2011,Change in minimum river flow (%),-4.8689
2012,Change in minimum river flow (%),7.1615
2013,Change in minimum river flow (%),19.1054
2014,Change in minimum river flow (%),16.2772
2015,Change in minimum river flow (%),10.2359
2016,Change in minimum river flow (%),-1.7155
2017,Change in minimum river flow (%),-8.1978
2018,Change in minimum river flow (%),-4.2972
2019,Change in minimum river flow (%),-8.8066
2020,Change in minimum river flow (%),1.3569
2021,Change in minimum river flow (%),19.1948
2022,Change in minimum river flow (%),36.0231
2023,Change in minimum river flow (%),36.4603
2024,Change in minimum river flow (%),44.8591
2005,River flow minimum (m3/s),5902.5322
2006,River flow minimum (m3/s),5472.7822
2007,River flow minimum (m3/s),5183.3491
2008,River flow minimum (m3/s),5084.708
2009,River flow minimum (m3/s),5652.939
2010,River flow minimum (m3/s),5148.689
2011,River flow minimum (m3/s),5580.0151
2012,River flow minimum (m3/s),6285.669
2013,River flow minimum (m3/s),6986.249
2014,River flow minimum (m3/s),6820.3579
2015,River flow minimum (m3/s),6466.0
2016,River flow minimum (m3/s),5764.98
2017,River flow minimum (m3/s),5384.7559
2018,River flow minimum (m3/s),5613.5498
2019,River flow minimum (m3/s),5349.043
2020,River flow minimum (m3/s),5945.1948
2021,River flow minimum (m3/s),6991.4951
2022,River flow minimum (m3/s),7978.5781
2023,River flow minimum (m3/s),8004.2231
2024,River flow minimum (m3/s),8496.8613
2005,Change in maximum river flow (%),-16.8202
2006,Change in maximum river flow (%),-23.2092
2007,Change in maximum river flow (%),-29.3318
2008,Change in maximum river flow (%),-15.7771
2009,Change in maximum river flow (%),-27.9271
2010,Change in maximum river flow (%),-12.9729
2011,Change in maximum river flow (%),1.4907
2012,Change in maximum river flow (%),16.2961
2013,Change in maximum river flow (%),8.1019
2014,Change in maximum river flow (%),7.8038
2015,Change in maximum river flow (%),-8.7832
2016,Change in maximum river flow (%),-13.5805
2017,Change in maximum river flow (%),-10.7135
2018,Change in maximum river flow (%),-14.7178
2019,Change in maximum river flow (%),10.1183
2020,Change in maximum river flow (%),38.5763
2021,Change in maximum river flow (%),66.1782
2022,Change in maximum river flow (%),61.8471
2023,Change in maximum river flow (%),73.1706
2024,Change in maximum river flow (%),49.6735
2005,River flow maximum (m3/s),65928.2969
2006,River flow maximum (m3/s),60864.3906
2007,River flow maximum (m3/s),56011.6094
2008,River flow maximum (m3/s),66755.0703
2009,River flow maximum (m3/s),57124.9688
2010,River flow maximum (m3/s),68977.6875
2011,River flow maximum (m3/s),80441.5234
2012,River flow maximum (m3/s),92176.2812
2013,River flow maximum (m3/s),85681.5469
2014,River flow maximum (m3/s),85445.2266
2015,River flow maximum (m3/s),72298.4062
2016,River flow maximum (m3/s),68496.0469
2017,River flow maximum (m3/s),70768.4609
2018,River flow maximum (m3/s),67594.6562
2019,River flow maximum (m3/s),87279.7031
2020,River flow maximum (m3/s),109835.5
2021,River flow maximum (m3/s),131712.7969
2022,River flow maximum (m3/s),128280.0
2023,River flow maximum (m3/s),137255.0
2024,River flow maximum (m3/s),118631.2031
2021,Extent of human made wetlands (square kilometres),1400.0
2021,Extent of inland wetlands (square kilometres),32000.0
2007,Mangrove total area change (%),1.7167
2008,Mangrove total area change (%),1.5199
2009,Mangrove total area change (%),1.4573
2010,Mangrove total area change (%),1.0486
2015,Mangrove total area change (%),0.6906
2016,Mangrove total area change (%),0.1898
2017,Mangrove total area change (%),0.1891
2018,Mangrove total area change (%),0.3384
2019,Mangrove total area change (%),0.5636
2020,Mangrove total area change (%),0.2934
2000,Mangrove area (square kilometres),1266.0283
2007,Mangrove area (square kilometres),1287.762
2008,Mangrove area (square kilometres),1285.2709
2009,Mangrove area (square kilometres),1284.4779
2010,Mangrove area (square kilometres),1279.3037
2015,Mangrove area (square kilometres),1274.7719
2016,Mangrove area (square kilometres),1268.4313
2017,Mangrove area (square kilometres),1268.4224
2018,Mangrove area (square kilometres),1270.3123
2019,Mangrove area (square kilometres),1273.1643
2020,Mangrove area (square kilometres),1269.7426
2017,Wetlands area (square kilometres),3123.5338
2017,Wetlands area (% of total land area),1.49
