Year,Series,Value
2024,"Unemployment rate, by sex and disability - 13th ICLS (%) - FEMALE",7.12
2024,"Unemployment rate, by sex and disability - 13th ICLS (%) - FEMALE",7.09
2015,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",7.39
2015,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",6.38
2015,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",6.39
2016,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",4.24
2016,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",4.28
2017,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",4.41
2017,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",4.42
2019,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",2.75
2019,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",2.76
2022,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",3.68
2022,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",3.66
2023,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",3.99
2023,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",4.0
2024,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",5.08
2024,"Unemployment rate, by sex and disability - 13th ICLS (%) - MALE",5.06
2002,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",5.65
2002,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",8.57
2002,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",4.27
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",14.81
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",11.1
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",8.13
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",2.81
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",2.85
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",2.97
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",6.76
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",6.42
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",8.05
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",3.88
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",4.46
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",6.36
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",4.08
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",3.65
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",5.83
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",2.56
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",2.86
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",4.05
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",7.18
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",5.06
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",4.56
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",4.26
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",4.69
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",6.53
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",7.55
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",5.78
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - BOTHSEX",5.35
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",13.6
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",11.2
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",20.11
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",4.0
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",2.77
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",3.05
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",7.3
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",6.83
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",8.94
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",6.66
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",4.2
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",4.75
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",3.64
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",3.35
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",4.89
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",6.66
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",2.33
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",3.05
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",7.55
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",6.45
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",13.48
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",9.9
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",5.21
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",5.9
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",7.09
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",6.53
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - FEMALE",9.88
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",11.92
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",7.9
2006,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",6.32
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",2.85
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",2.7
2011,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",2.31
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",7.36
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",6.39
2015,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",6.15
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",3.63
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",4.24
2016,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",6.16
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",6.51
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",4.41
2017,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",3.89
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",2.71
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",2.75
2019,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",2.88
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",3.66
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",3.43
2022,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",4.54
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",3.67
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",3.99
2023,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",5.16
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",6.54
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",5.06
2024,"Unemployment rate, by sex and age - 13th ICLS (%) - MALE",4.66
