Year,Value,Series
2020,34.4789,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2021,48.9375,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2021,35.769,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2021,38.8189,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2022,50.2955,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2022,37.7015,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2022,33.9771,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2023,35.4511,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2023,50.0415,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2023,38.7617,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PREPRI"
2003,55.3791,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2003,55.8538,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2003,55.2357,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2004,51.2754,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2004,49.4366,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2004,50.8421,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2005,47.0491,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2005,45.6977,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2005,41.6753,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2006,49.6953,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2007,46.0387,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2007,38.0708,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2007,49.133,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2008,49.5019,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2008,37.9817,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2008,46.1838,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2009,42.5605,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2009,34.1168,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2009,46.1144,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2010,51.2302,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2010,40.1946,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2010,47.8528,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2011,63.9329,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2011,63.1022,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2011,61.2646,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2012,66.0934,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2012,61.7833,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2012,64.7218,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2013,72.3791,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2013,68.1416,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2013,74.3754,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2014,65.783,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2014,69.9682,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2014,71.9771,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2015,69.9163,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2015,68.3398,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2015,65.0454,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2019,76.8657,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2019,72.0812,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2019,75.3395,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2020,75.0538,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2020,71.0464,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2020,76.9598,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2021,77.4702,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2021,71.6587,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2021,75.5848,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2022,66.2659,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2022,71.7588,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2022,74.5242,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2023,77.0585,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2023,69.3391,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2023,74.4778,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2024,77.1075,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2024,70.4121,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2024,80.635,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - PRIMAR"
2011,48.6849,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2011,39.4258,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2011,37.2971,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2012,40.0617,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2012,45.1902,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2012,65.75,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2013,58.9154,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2013,55.4847,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2013,54.7858,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2014,61.4965,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2014,69.113,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2014,59.6583,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2015,84.3236,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2015,72.4554,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2015,68.0588,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2020,77.7985,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2020,72.4273,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2020,71.2615,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2021,76.961,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2021,75.5075,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2021,83.646,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2022,78.3975,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2022,72.8801,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2022,71.6436,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2023,71.7282,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2023,72.7394,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2023,77.2665,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SECOND"
2020,66.9999,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
2020,71.2104,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
2020,66.1699,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
2021,81.4435,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
2021,75.0815,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
2021,73.9409,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
2022,71.1382,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
2022,75.9475,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
2022,70.2544,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) - UPPSEC"
